GENE	GENE_SYMBOL	ASD_2019	ADHD_2019	SCZ_2020	BD_2019	OCD_2018	AN_2019	TS_2019	MDD_2018	NEUROT_2018	IQ_2018	AD_2019	PD_2014
10999	SLC27A4	0.26835	0.042805	0.099314	0.52794	0.29081	0.7347	0.20607	0.19761	0.017244	0.85834	0.27679	0.62026
81605	URM1	0.13179	0.19167	0.31562	0.51256	0.80862	0.49452	0.27243	0.026258	0.025394	0.63442	0.45097	0.90287
51148	CERCAM	0.57678	0.027217	0.71099	0.13204	0.82927	0.12611	0.74099	0.050391	0.094134	0.42181	0.24303	0.75687
4957	ODF2	0.49441	0.012407	0.54368	0.5091	0.49511	0.086434	0.8026	0.021345	0.030586	0.61162	0.83118	0.74058
2733	GLE1	0.57929	0.0090393	0.43355	0.73812	0.64151	0.067055	0.57522	0.032717	0.034442	0.83877	0.76422	0.75374
6709	SPTAN1	0.71035	0.26752	0.1375	0.48587	0.56988	0.54376	0.97745	0.34718	0.375	0.16704	0.80813	0.15069
89891	WDR34	0.58058	0.43043	0.06115	0.74308	0.86881	0.22409	0.66585	0.64652	0.80413	0.84442	0.46368	0.51423
6418	SET	0.10697	0.088737	0.0037443	0.46798	0.62773	0.24109	0.43802	0.7247	0.53741	0.26097	0.054522	NA
29941	PKN3	0.73677	0.32389	0.00011873	0.26834	0.3774	0.7258	0.089437	0.88205	0.1735	0.9476	0.42048	0.24342
84885	ZDHHC12	0.6691	0.35869	8.6137e-06	0.21083	0.14877	0.44822	0.053383	0.91773	0.019873	0.75454	0.76703	0.34668
10444	ZER1	0.97536	0.77426	0.0020415	0.041845	0.26748	0.32576	0.038836	0.79411	0.60795	0.85393	0.69419	0.039442
54662	TBC1D13	0.54529	0.57885	0.00028456	0.031388	0.16991	0.45523	0.057382	0.38183	0.87522	0.73973	0.60217	0.49028
2021	ENDOG	0.27596	0.82183	2.7145e-05	0.054808	0.28477	0.28838	0.13324	0.43845	0.73908	0.68421	0.71116	0.28158
51490	C9orf114	0.33493	0.84436	0.0001327	0.040714	0.3273	0.31568	0.1302	0.56127	0.71836	0.8057	0.71203	0.22321
883	CCBL1	0.48635	0.79834	0.0037255	0.014855	0.41455	0.32972	0.057494	0.40671	0.63006	0.86515	0.60627	0.36332
56262	LRRC8A	0.7443	0.81958	0.020095	0.019927	0.59987	0.46182	0.040128	0.7696	0.67723	0.34781	0.51838	0.4649
254295	PHYHD1	0.23743	0.33877	0.13436	0.94659	0.75331	0.59944	0.011333	0.43223	0.98745	0.40042	0.39728	0.43367
22845	DOLK	0.25096	0.33524	0.13814	0.83072	0.77912	0.59446	0.0069695	0.36797	0.9068	0.3345	0.8838	0.3322
23511	NUP188	0.36715	0.39874	0.059268	0.92303	0.60331	0.79379	0.014163	0.35226	0.52669	0.71332	0.51337	0.27503
56904	SH3GLB2	0.76111	0.39792	0.13234	0.95206	0.96182	0.86453	0.068809	0.27975	0.82137	0.41945	0.92218	0.24943
84895	FAM73B	0.058893	0.39176	0.0050642	0.54881	0.51081	0.42915	0.089828	0.67748	0.053656	0.40567	0.49985	0.1188
57171	DOLPP1	0.1676	0.88641	0.0011366	0.37129	0.80869	0.95797	0.34587	0.75824	0.89956	2.1494e-07	0.1038	0.40139
1384	CRAT	0.16006	0.74383	0.00041856	0.30561	0.73938	0.89439	0.34766	0.50736	0.85484	1.4474e-08	0.56077	0.74259
5524	PPP2R4	0.15085	0.73057	0.0010304	0.38298	0.51564	0.8805	0.55879	0.39058	0.39985	1.5843e-08	0.47522	0.61713
389792	IER5L	0.25746	0.85536	0.0026339	0.16532	0.68157	0.84386	0.40246	0.76042	0.19326	1.5603e-09	0.36166	0.077388
414318	C9orf106	0.13437	0.0021805	0.95883	0.090915	0.8786	0.11654	0.56001	0.86844	0.50034	0.0051137	0.70861	0.23446
28989	NTMT1	0.82341	0.21172	0.12412	0.42228	0.65769	0.41267	0.26191	0.61399	0.82331	0.034385	0.88832	0.81788
375759	C9orf50	0.76881	0.12396	0.10808	0.25557	0.77385	0.18956	0.2404	0.44799	0.8176	0.012585	0.79209	0.64554
140459	ASB6	0.93538	0.42361	0.10179	0.37563	0.74103	0.42509	0.2735	0.65869	0.80145	0.029795	0.79912	0.89724
51450	PRRX2	0.50714	0.0016281	0.1948	0.85876	0.48815	0.20723	0.57384	0.91235	0.58588	0.98426	0.67686	0.81865
9536	PTGES	0.51573	0.25129	0.44999	0.51693	0.55796	0.16424	0.41838	0.52268	0.50358	0.97414	0.63225	0.018164
27348	TOR1B	0.39148	0.73894	0.060512	0.60864	0.37172	0.78454	0.4502	0.4203	0.54135	0.29617	0.24123	0.80448
1861	TOR1A	0.69386	0.39956	0.085403	0.87818	0.8866	0.82366	0.12818	0.71172	0.41422	0.35535	0.29759	0.54733
51759	C9orf78	0.3681	0.4815	0.060538	0.65991	0.36779	0.49153	0.7157	0.68506	0.32302	0.22834	0.13845	0.76017
10868	USP20	0.87244	0.14418	0.19215	0.26789	0.81852	0.88443	0.0041149	0.91852	0.75619	0.67972	0.46156	0.19256
23048	FNBP1	0.70945	0.57588	0.34124	0.66542	0.17094	0.59221	0.13704	0.69576	0.89073	0.39114	0.19814	0.21881
57720	GPR107	0.037646	0.3407	0.022561	0.7405	0.22497	0.38266	0.13352	0.29808	0.57453	0.44234	0.52891	0.7074
23413	NCS1	0.032966	0.40798	0.0038943	0.077617	0.16984	0.11692	0.026346	0.55588	0.038036	0.53079	0.72023	0.31007
256158	HMCN2	0.32347	0.080918	0.63728	0.63923	0.26375	0.62517	0.40348	0.13718	0.87435	0.17411	0.49611	0.90784
445	ASS1	0.65012	0.72886	0.34257	0.58499	0.31664	0.029259	0.027956	0.40772	0.21963	0.33145	0.63097	0.34784
8939	FUBP3	0.29601	0.2675	0.00072431	0.030547	0.92011	0.11992	0.64941	0.99217	0.019371	0.61618	0.29743	0.48293
59335	PRDM12	0.49287	0.46842	0.36123	0.73276	0.38635	0.13662	0.15585	0.25987	0.26777	0.24831	0.40825	0.73888
23404	EXOSC2	0.39053	0.3478	0.33968	0.71667	0.46531	0.096212	0.11298	0.8495	0.93737	0.93996	0.50143	0.50566
25	ABL1	0.38247	0.022262	0.20698	0.42949	0.76029	0.3043	0.090999	0.75944	0.59601	0.89724	0.68245	0.71968
347148	QRFP	0.45348	0.019954	0.22359	0.76336	0.40065	0.3936	0.44275	0.53664	0.62119	0.85148	0.91381	0.47355
84929	FIBCD1	0.79274	0.072857	0.05518	0.71652	0.82269	0.60118	0.13644	0.54381	0.62268	0.5967	0.56011	0.014983
10319	LAMC3	0.99125	0.11124	0.021205	0.75816	0.017714	0.0063345	0.61683	0.72498	0.011437	0.33219	0.94294	0.2869
83543	AIF1L	0.99124	0.26099	0.22595	0.88365	0.71904	0.087007	0.98669	0.89122	0.44851	0.38327	0.94702	0.017746
8021	NUP214	0.90621	0.63179	0.36937	0.70939	0.28222	0.28288	0.96802	0.81	0.68521	0.015646	0.32237	0.0055714
286336	FAM78A	0.16546	NA	0.36485	0.15145	0.4112	0.81882	0.36085	0.80166	0.61068	0.36301	0.7821	0.68206
84814	PPAPDC3	0.48293	0.58773	0.28763	0.39514	0.47981	0.78205	0.40697	0.80698	0.40702	0.40813	0.90344	0.51469
84726	PRRC2B	0.6538	0.78416	0.42645	0.38535	0.45517	0.02774	0.092554	0.47452	0.25775	0.71646	0.7838	0.71661
10585	POMT1	0.66521	0.95367	0.50073	0.55721	0.26595	0.011392	0.065745	0.24833	0.18133	0.73674	0.69127	0.93985
83549	UCK1	0.51806	0.70211	0.28559	0.20283	0.2377	0.10061	0.22935	0.70752	0.50063	0.63704	0.81708	0.72755
2889	RAPGEF1	0.30115	0.28833	0.20109	0.20089	0.4824	0.76546	0.81521	0.51606	0.84872	0.0084282	0.62699	0.8277
9442	MED27	0.95617	0.027857	9.167e-05	0.54128	0.083505	0.57216	0.82233	0.60507	0.0023379	1.7758e-06	0.29436	0.99547
84628	NTNG2	0.98666	0.01909	0.3199	0.92985	0.82643	0.47488	0.88133	0.94155	0.28747	0.0018426	0.32629	0.76427
23064	SETX	0.62674	0.21289	0.72316	0.4774	0.033375	0.90404	0.98499	0.8169	0.18015	0.69756	0.80313	0.58505
7270	TTF1	0.78629	0.11797	0.86309	0.71563	0.39614	0.47239	0.57991	0.86814	0.32881	0.025829	0.8975	0.88011
389799	C9orf171	0.10459	0.1072	0.67822	0.10007	0.11942	0.050988	0.50336	0.35572	0.2396	0.62939	0.38501	0.43661
56751	BARHL1	0.90355	0.14207	0.1798	0.64862	0.057222	0.093705	0.46204	0.87426	0.31658	0.91259	0.58033	0.74399
64794	DDX31	0.50863	0.38093	0.968	0.84898	0.45711	0.011957	0.28415	0.5565	0.56113	0.20874	0.76719	0.46262
9329	GTF3C4	0.29009	0.62467	0.94724	0.98489	0.62728	0.019242	0.28124	0.096644	0.2194	0.39168	0.62004	0.68433
158067	AK8	0.085004	0.031896	0.52034	0.15831	0.15341	0.76688	0.044013	0.17488	0.23801	0.014037	0.83743	0.64224
11092	C9orf9	0.02764	0.021093	0.31886	0.10091	0.31077	0.83547	0.11799	0.36555	0.15528	0.0048334	0.89694	0.58685
7248	TSC1	0.30864	0.19497	0.67883	0.25288	0.76168	0.95528	0.28606	0.21431	0.08306	0.00045405	0.92974	0.71371
8328	GFI1B	0.018924	0.65273	0.7146	0.080429	0.45889	0.78059	0.14032	0.65637	0.39561	0.010674	0.56111	0.5956
9328	GTF3C5	0.47875	0.14889	0.32837	0.56944	0.81683	0.62957	0.3074	0.29121	0.018104	0.32375	0.24196	0.69717
100996574	LOC100996574	0.34368	0.048755	0.28664	0.33128	0.88871	0.5002	0.59756	0.26742	0.024104	0.16077	0.68222	0.47643
1056	CEL	0.53968	0.018176	0.18275	0.16697	0.97502	0.53541	0.40856	0.15741	0.36525	0.09173	0.48686	0.79784
5900	RALGDS	0.02271	0.47745	0.26855	0.58324	0.58248	0.67122	0.58419	0.08584	0.0014777	0.45655	0.84341	0.2933
26301	GBGT1	0.044555	0.66538	0.54845	0.64937	0.51296	0.33713	0.43026	0.91113	0.50584	0.78408	0.32169	0.052554
101928193	LOC101928193	0.38349	0.91376	0.17367	0.19222	0.28714	0.30133	0.10633	0.66215	0.58922	0.83893	0.65369	0.79202
29989	OBP2B	0.57914	0.20337	0.96543	0.69567	0.47252	0.25389	0.23493	0.89201	0.43841	0.66827	0.066711	0.76741
28	ABO	0.7465	0.53033	0.32044	0.3554	0.93716	0.1614	0.31112	0.52443	0.47361	0.50672	0.068096	0.57254
6838	SURF6	0.49579	0.75155	0.03798	0.74019	0.93785	0.53598	0.60867	0.41335	0.89833	0.3231	0.72177	0.43514
6837	MED22	0.37683	0.92123	0.033243	0.59132	0.96331	0.40367	0.43236	0.52812	0.35699	0.44115	0.28833	0.37146
6130	RPL7A	0.49069	0.7603	0.18043	0.38882	0.865	0.46109	0.54972	0.23672	0.59864	0.31645	0.26818	0.2627
6834	SURF1	0.47054	0.83301	0.19084	0.43921	0.77232	0.57597	0.34928	0.3343	0.82378	0.13344	0.49199	0.41796
6835	SURF2	0.48742	0.86144	0.16443	0.50072	0.84046	0.50385	0.51664	0.27464	0.74125	0.30659	0.56336	0.31193
6836	SURF4	0.63958	0.90435	0.064014	0.62919	0.72504	0.24756	0.39588	0.3427	0.41475	0.37076	0.19111	0.39636
169436	STKLD1	0.55195	0.81508	0.27982	0.26328	0.63946	0.36419	0.52099	0.26388	0.42009	0.28222	0.43261	0.55709
57109	REXO4	0.50405	0.94294	0.17229	0.31061	0.49925	0.58771	0.5249	0.34915	0.45975	0.23235	0.34313	0.71134
11093	ADAMTS13	0.15289	0.82818	0.010417	0.37525	0.44755	0.26605	0.30559	0.55396	0.68031	0.3763	0.22759	0.58779
11094	CACFD1	0.16029	0.53057	0.004845	0.3484	0.59772	0.038332	0.1797	0.99176	0.72598	0.27031	0.10312	0.52932
11182	SLC2A6	0.80085	0.61242	0.00093258	0.33609	0.34838	0.34852	0.70974	0.76231	0.61804	0.4762	0.37551	0.28362
389827	TMEM8C	0.94065	0.50215	0.13541	0.96981	0.55558	0.10987	0.21472	0.045417	0.37759	0.81099	0.8184	0.12888
9719	ADAMTSL2	0.42864	0.28861	0.57714	0.62695	0.57105	0.73751	0.74394	0.27751	0.81195	0.17988	0.24658	0.041382
642968	FAM163B	0.74396	0.18023	0.10003	0.60509	0.92218	0.18186	0.81313	0.92228	0.097964	0.42416	0.075395	0.29314
1621	DBH	0.52033	0.057165	0.10322	0.37977	0.70469	0.40254	0.69269	0.81199	0.35147	0.9239	0.26876	0.58952
1757	SARDH	0.55052	0.3223	0.34831	0.42841	0.36447	0.49426	0.53249	0.89046	0.29737	0.77421	0.48051	0.78411
7410	VAV2	0.55569	0.41177	0.72933	0.33706	0.87808	0.55456	0.21123	0.59826	0.063435	0.23621	0.51517	0.85805
8019	BRD3	0.91023	0.05626	0.0032664	0.042096	0.22971	0.14917	0.14092	0.33727	8.2761e-05	0.00027673	0.27156	0.50809
11091	WDR5	0.071671	0.96404	0.61795	0.82083	0.2053	0.43866	0.61143	0.018214	0.33007	0.50038	0.41396	0.76038
6256	RXRA	0.8023	0.55754	0.19619	0.0031683	0.64756	0.527	0.69758	0.31785	0.88251	0.32254	0.1878	0.086033
1289	COL5A1	0.41083	0.01995	0.64518	0.80544	0.75526	0.83704	0.045524	0.63817	0.14019	0.85578	0.13065	0.54447
2220	FCN2	0.044305	0.94636	0.68671	0.99798	0.89406	0.038893	0.031926	0.85149	0.57119	0.55894	0.35572	0.24941
2219	FCN1	0.5348	0.62601	0.23533	0.88372	0.96855	0.01878	0.97767	0.78197	0.73562	0.079378	0.39844	0.24604
10439	OLFM1	0.79356	0.20874	0.11769	0.045608	0.27832	0.96782	0.043161	0.18705	0.22816	0.12455	0.44572	0.51601
157927	C9orf62	0.015194	0.011007	0.48537	0.59351	0.33576	0.56656	0.24641	0.43071	0.46187	0.034655	0.50923	0.76997
9858	PPP1R26	0.7667	0.42586	0.062765	0.1669	0.96903	0.15257	0.79701	0.98965	0.66701	0.72003	0.50124	0.42956
138162	C9orf116	0.25651	0.32874	0.15003	0.27037	0.11768	0.97253	0.71114	0.081153	0.72365	0.43387	0.14763	0.3517
51116	MRPS2	0.45927	0.25893	0.19077	0.83888	0.1622	0.78238	0.79831	0.011493	0.81419	0.88637	0.10855	0.57321
3933	LCN1	0.97429	NA	0.28903	0.59339	0.097393	0.57322	0.65055	0.24984	0.20772	0.70742	0.060701	0.59371
29991	OBP2A	0.23563	0.55147	0.098906	0.64473	0.82694	0.58723	0.91895	0.029611	0.95621	0.0706	0.10303	0.39559
5047	PAEP	0.12989	0.025411	0.61549	0.69126	0.30009	0.6427	0.23095	0.17288	0.96035	0.84028	0.66296	0.66857
360203	GLT6D1	0.49447	0.10896	0.67201	0.28764	0.99142	0.94737	0.016952	0.82723	0.20979	0.18937	0.28482	0.61699
392399	LCN9	0.32814	0.78212	0.86559	0.25521	0.95138	0.62472	0.76345	0.97957	0.55794	0.49547	0.72798	0.55402
402381	SOHLH1	0.57715	0.75136	0.93193	0.60605	0.40923	0.45152	0.98032	0.87543	0.34861	0.011466	0.49979	0.567
57582	KCNT1	0.2231	0.10304	0.11043	0.43352	0.84742	0.21885	0.51067	0.98124	0.0084437	0.14902	0.61771	0.87072
157922	CAMSAP1	0.20051	0.094376	0.84763	0.33903	0.42618	0.23355	0.10496	0.89249	0.77459	0.38086	0.087109	0.74899
101928552	LOC101928552	0.2202	0.13459	0.59795	0.38708	0.25933	0.14574	0.085523	0.95329	0.90795	0.40009	0.48313	0.85507
10422	UBAC1	0.84839	0.5262	0.53307	0.077797	0.93148	0.41519	0.38627	0.17694	0.59009	0.061939	0.89272	0.50055
138151	NACC2	0.30807	0.74081	0.27557	0.1448	0.7415	0.077746	0.76198	0.11835	0.052095	0.81294	0.71034	0.9874
90120	C9orf69	0.50269	0.9386	0.78161	0.034017	0.81534	0.38782	0.36734	0.26284	0.89384	0.26395	0.69428	0.92145
8022	LHX3	0.011943	0.34885	0.016479	0.092519	0.62296	0.24797	0.42204	0.81175	0.35218	0.046003	0.7656	0.96902
169714	QSOX2	0.06923	0.14909	0.027025	0.20736	0.76529	0.44973	0.61598	0.80454	0.38277	0.2554	0.8439	0.80493
101928722	LOC101928722	0.24911	NA	0.38386	0.49386	0.54975	0.13308	0.31821	0.45092	0.4	0.24725	0.7049	NA
26086	GPSM1	0.031873	0.039588	0.31835	0.50971	0.30365	0.6885	0.25744	0.79413	0.73933	0.13957	0.86287	0.17711
728489	DNLZ	0.0010887	0.033807	0.10622	0.19154	0.82976	0.18277	0.5325	0.21301	0.9225	0.27645	0.54805	0.23212
64170	CARD9	0.0008386	0.034728	0.13342	0.26586	0.83556	0.13948	0.57239	0.20674	0.95049	0.35151	0.4018	0.24663
6621	SNAPC4	0.003467	0.062641	0.17444	0.44093	0.92689	0.16991	0.86637	0.24855	0.72752	0.30477	0.054953	0.29287
10807	SDCCAG3	0.010891	0.14286	0.024156	0.38249	0.98148	0.30566	0.5953	0.67684	0.45677	0.070706	0.10623	0.52055
23203	PMPCA	0.054616	0.14203	0.022409	0.38567	0.99231	0.37661	0.43117	0.88307	0.47322	0.033364	0.034124	0.82945
56623	INPP5E	0.14127	0.056826	0.3447	0.23484	0.98818	0.24319	0.9387	0.76677	0.80396	0.03781	0.23882	0.72228
9919	SEC16A	0.19766	0.24383	0.11551	0.3792	0.9832	0.41848	0.78008	0.64872	0.63014	0.06047	0.22744	0.42342
158055	C9orf163	0.083931	0.17558	0.1964	0.36925	0.94671	0.25983	0.83758	0.72787	0.39295	0.083938	0.21707	0.57912
4851	NOTCH1	0.62558	0.51598	0.4369	0.27797	0.43475	0.832	0.61629	0.75394	0.38992	0.049848	0.71194	0.78569
51162	EGFL7	0.16939	NA	0.1876	0.28435	0.95084	0.70869	0.85099	0.30656	0.094106	0.43558	0.77518	0.96353
10555	AGPAT2	0.45787	NA	0.024271	0.36589	0.18883	0.76434	0.93615	0.82787	0.21667	0.45707	0.39914	0.64438
138311	FAM69B	0.12176	0.081175	0.44023	0.29525	0.034038	0.60062	0.96589	0.16172	0.16078	0.35839	0.338	0.062205
414332	LCN10	0.10161	0.5417	0.64707	0.91259	0.68233	0.037582	0.93919	0.59439	0.89044	0.56234	0.40236	0.34442
158062	LCN6	0.055074	0.36268	0.77668	0.91573	0.44706	0.10636	0.93605	0.61865	0.5082	0.44423	0.6656	0.21516
138307	LCN8	0.059131	0.16118	0.38977	0.86688	0.83211	0.15384	0.75913	0.12656	0.22461	0.57854	0.25763	0.24316
389812	LCN15	0.12461	0.16076	0.71312	0.92034	0.53412	0.26259	0.90204	0.075115	0.22122	0.33798	0.39996	0.47418
85014	TMEM141	0.49832	0.89	0.81878	0.9833	0.48832	0.23487	0.98924	0.20458	0.59243	0.17579	0.81858	0.16209
84960	CCDC183	0.80084	0.95236	0.96679	0.98876	0.088303	0.22138	0.94791	0.16326	0.63388	0.071762	0.20879	0.02411
55684	RABL6	0.67527	0.83562	0.7196	0.75644	0.035327	0.40518	0.68661	0.16299	0.94084	0.054908	0.89961	0.01033
389813	C9orf172	0.50152	0.52149	0.46414	0.01487	0.68894	0.22918	0.87566	0.45219	0.85821	0.11796	0.99253	0.11515
29085	PHPT1	0.26278	0.87631	0.15435	0.017514	0.20478	0.8235	0.43416	0.18858	0.83243	0.15925	0.79892	0.44657
158056	MAMDC4	0.37504	0.88299	0.19411	0.033581	0.40544	0.81939	0.78847	0.69514	0.7596	0.1261	0.81226	0.38125
8721	EDF1	0.59946	0.72191	0.15644	0.039208	0.64197	0.74349	0.99803	0.831	0.79078	0.19045	0.83837	0.49134
7186	TRAF2	0.63963	0.91639	0.31333	0.15497	0.71155	0.91597	0.88679	0.60086	0.79386	0.094266	0.42875	0.38328
54461	FBXW5	0.49405	0.98918	0.95379	0.75514	0.49904	0.47954	0.61562	0.31869	0.93495	0.44766	0.99666	0.79698
733	C8G	0.48808	0.9755	0.98967	0.74021	0.57037	0.50532	0.50493	0.50133	0.98024	0.51046	0.99959	0.92034
286256	LCN12	0.821	0.6625	0.71881	0.59856	0.92499	0.50956	0.17999	0.39016	0.97795	0.62939	0.97668	0.67919
101928638	PRR31	0.69638	0.51812	0.31022	0.24779	0.43235	0.56896	0.13363	0.24381	0.58221	0.65862	0.92969	0.58877
5730	PTGDS	0.30407	0.84577	0.081416	0.50026	0.70528	0.060885	0.37963	0.91463	0.76237	0.79328	0.68232	0.48011
401562	LCNL1	0.27063	0.86494	0.11271	0.40591	0.84743	0.055723	0.36591	0.73386	0.89781	0.78164	0.70931	0.47555
286257	C9orf142	0.19029	0.86883	0.13426	0.47564	0.17846	0.059911	0.08385	0.67569	0.38752	0.96606	0.21066	0.33515
9022	CLIC3	0.25465	0.84129	0.21483	0.46625	0.018044	0.07057	0.055045	0.68094	0.90189	0.96097	0.6838	0.39519
20	ABCA2	0.4972	0.74078	0.45614	0.93665	0.19821	0.076296	0.13279	0.75963	0.10091	0.01946	0.47387	0.78283
401563	C9orf139	0.54691	NA	0.71616	0.73586	0.24932	0.31482	0.027689	0.45903	0.059057	0.00065976	0.16764	0.88684
2529	FUT7	0.41553	NA	0.8103	0.5922	0.23865	0.30822	0.032104	0.34582	0.053063	0.00067269	0.22169	0.86017
56654	NPDC1	0.56777	NA	0.78122	0.88902	0.40467	0.21261	0.02058	0.38	0.19579	0.0024841	0.096902	0.70881
954	ENTPD2	0.78303	NA	0.5008	0.87401	0.51581	0.14502	0.023	0.46015	0.16276	0.025798	0.74242	0.50264
89958	SAPCD2	0.70911	0.57884	0.59743	0.98674	0.7194	0.030239	0.010969	0.78512	0.69799	0.0009134	0.29161	0.27192
91373	UAP1L1	0.43197	0.34793	0.71883	0.83388	0.46197	0.25253	0.055311	0.5801	0.51379	0.20591	0.1243	0.67965
11253	MAN1B1	0.51147	0.31201	0.56436	0.31853	0.42269	0.24802	0.013787	0.37316	0.081706	0.019881	0.18733	0.87845
29952	DPP7	0.72425	0.36636	0.28597	0.83743	0.47918	0.18124	0.029199	0.52467	0.028433	0.0020835	0.25616	0.92461
2902	GRIN1	0.94111	NA	0.077059	0.42958	0.042887	0.52067	0.056321	0.36838	0.91728	0.0067142	0.30453	0.53708
389816	LRRC26	0.64785	NA	0.54299	0.66295	0.10939	0.886	0.02946	0.28917	0.49397	0.039295	0.38479	0.26794
100505993	TMEM210	0.988	0.9143	0.93545	0.18381	0.58438	0.98352	0.016618	0.22614	0.20052	0.06492	0.34383	0.12605
29882	ANAPC2	0.65665	0.40872	0.58852	0.96121	0.88454	0.8678	0.10097	0.31678	0.39314	0.0019033	0.19538	0.11612
8636	SSNA1	0.32536	0.72712	0.83887	0.97872	0.85086	0.93002	0.46881	0.54413	0.49909	0.0022497	0.20162	0.10373
286262	TPRN	0.23242	0.85875	0.74043	0.91295	0.74399	0.93769	0.43807	0.50359	0.37902	0.00065507	0.4058	0.16887
94107	TMEM203	0.70083	0.8017	0.20986	0.63965	0.7205	0.9813	0.6781	0.8885	0.19791	0.082351	0.50755	NA
27158	NDOR1	0.63357	0.3515	0.22215	0.44059	0.63627	0.4531	0.64826	0.82677	0.068972	0.39196	0.45645	NA
727800	RNF208	0.11392	0.0165	0.08354	0.82644	0.99311	NA	0.29917	0.91591	0.28593	0.17765	0.55479	NA
375791	CYSRT1	0.12129	NA	0.091197	0.81719	0.60499	NA	0.53909	0.62942	0.0021712	0.46786	0.98797	NA
643596	RNF224	0.50965	0.01263	0.33464	0.58314	0.84992	NA	0.70363	0.17151	0.074659	0.70015	0.98451	NA
142680	SLC34A3	0.23959	0.011334	0.10746	0.76119	0.46631	0.15769	0.25922	0.10191	0.1775	0.74069	0.81745	NA
10383	TUBB4B	0.027136	0.028413	0.43393	0.34141	0.31019	0.1942	0.53219	0.70153	0.12478	0.0031956	0.80963	NA
401565	FAM166A	0.68717	0.12974	0.77813	0.37414	0.50133	0.39927	0.61556	0.84061	0.38773	0.021962	0.77419	0.5094
441476	C9orf173	0.43745	0.57036	0.57737	0.86344	0.39863	0.42816	0.59205	0.76546	0.089666	0.085557	0.45458	0.72316
25920	NELFB	0.57997	0.60063	0.38798	0.95755	0.26657	0.1621	0.49584	0.37555	0.12578	0.12741	0.44931	0.75359
54863	TOR4A	0.074498	NA	0.60325	0.66044	0.22053	NA	0.69755	0.5748	0.40438	0.89606	0.43168	NA
441478	NRARP	0.52003	NA	0.53954	0.89703	0.063404	NA	0.25257	0.12393	0.39987	0.65435	0.67372	0.73411
54932	EXD3	0.28177	0.05471	0.30798	0.77667	0.016751	0.21629	0.55603	0.017726	0.08924	0.00012349	0.66618	0.85872
10811	NOXA1	0.84847	0.01191	0.73504	0.65175	0.25795	0.1423	0.33721	0.20829	0.79102	0.82405	0.78773	NA
377841	ENTPD8	0.74289	0.0081353	0.87322	0.48059	0.2737	0.31711	0.17518	0.5455	0.55349	0.052122	0.86881	NA
26012	NSMF	0.86009	0.0121	0.66963	0.72072	0.11342	NA	0.88733	0.13435	0.52945	0.021896	0.58667	NA
375775	PNPLA7	0.78918	0.21883	0.36824	0.5859	0.88392	0.92821	0.28426	0.46232	0.93051	0.059713	0.35843	0.62122
64975	MRPL41	0.7494	NA	0.97473	0.027954	0.93186	NA	0.89425	0.86839	0.73097	0.0065702	0.84611	NA
92715	DPH7	0.14515	0.36177	0.59558	0.45045	0.60766	0.15024	0.12919	0.081097	0.84215	0.023951	0.93334	0.25663
116225	ZMYND19	0.31267	0.32378	0.84626	0.87463	0.62556	0.17407	0.17096	0.025542	0.34495	0.0263	0.96719	0.20383
92714	ARRDC1	0.2995	0.44838	0.28913	0.1491	0.80965	0.25492	0.37278	0.023629	0.5947	0.11346	0.61813	0.14605
79813	EHMT1	0.014071	0.93589	0.73421	0.22543	0.74129	0.32076	0.44324	0.058187	0.074058	0.3255	0.77432	0.12093
774	CACNA1B	0.39938	0.35914	0.059977	0.27677	0.34102	0.69677	0.19961	0.29366	0.060717	0.020557	0.078549	0.073462
347688	TUBB8	0.76272	0.57849	0.16695	0.0025944	0.59548	NA	0.85527	0.52654	0.066829	0.39895	0.30022	NA
10771	ZMYND11	0.30026	0.82431	0.1384	0.004543	0.33009	0.78163	0.97548	0.4303	0.089461	0.086735	0.81147	0.060091
22982	DIP2C	0.6936	0.80146	0.025986	0.088774	0.86539	0.56239	0.4452	0.63652	0.040544	0.13641	0.73517	0.19679
23185	LARP4B	0.57906	0.40527	0.36135	0.83603	0.38321	0.54784	0.85094	0.40331	0.87354	0.31322	0.63566	0.69529
23560	GTPBP4	0.28454	0.31098	0.765	0.33187	0.8436	0.95447	0.17379	0.83058	0.02107	0.22545	0.76698	0.50746
91734	IDI2	0.49287	0.22148	0.70709	0.15982	0.99253	0.90695	0.15742	0.4401	0.0090871	0.44339	0.67154	0.54574
3422	IDI1	0.50307	0.39682	0.81532	0.03489	0.98273	0.96376	0.47805	0.86091	0.60559	0.61424	0.50593	0.29018
22884	WDR37	0.95969	0.42229	0.47882	0.030905	0.82585	0.6498	0.36203	0.44661	0.17353	0.26357	0.66997	0.83431
105	ADARB2	0.71756	0.60068	0.5902	0.26069	0.29203	0.79744	0.51769	0.065857	0.00085918	0.0069325	0.3008	0.64164
101927824	LOC101927824	0.14559	0.28426	0.23496	0.59156	0.84258	0.64742	0.9332	0.80264	0.16978	0.54501	0.75289	0.18685
5214	PFKP	0.47904	0.32686	0.22957	0.64122	0.1571	0.3767	0.91389	0.44057	0.53741	0.79653	0.37852	0.15238
10531	PITRM1	0.75249	0.35786	0.18208	0.69941	0.19893	0.092088	0.54349	0.40173	0.37117	0.62423	0.10673	0.16447
1316	KLF6	0.054716	0.44004	1.161e-07	0.41028	0.45749	0.70778	0.24043	0.91007	0.22458	0.62928	0.62493	0.056581
