"","CellType","annotLevel","p","fold_change","sd_from_mean","q","hit.cells","geneSizeControl","list"
"2894","PC_SFRP2",2,0.83565,0.908985658223519,-0.932076990159424,0.99955,0.555982541877331,FALSE,"MAGMA::MDD 2018"
"2895","oRG_HOPX_APOE",2,0.8432,0.873434603553062,-0.954363281135854,0.99955,0.717189565556823,FALSE,"MAGMA::MDD 2018"
"2896","NESC_RSPO3_TEX15",2,0.8493,0.904210800034229,-0.966578082328804,0.99955,0.58014644739673,FALSE,"MAGMA::MDD 2018"
"2897","OPC_PCDH15_COL9A1",2,0.8522,0.808130787080935,-0.977179321358866,0.99955,0.825305004724306,FALSE,"MAGMA::MDD 2018"
"2898","tRG_CRYAB_MEST",2,0.858,0.915837034841461,-1.03133910973825,0.99955,0.670998820950974,FALSE,"MAGMA::MDD 2018"
"2899","Astro_EGFR",2,0.8724,0.845184558525757,-1.07875576588601,0.99955,0.713894113697386,FALSE,"MAGMA::MDD 2018"
"2900","Cls_LHX9_EBF1",2,0.88055,0.81603561051089,-1.14112632165754,0.99955,0.518920128831767,FALSE,"MAGMA::MDD 2018"
"2901","PC_NKX2_1_RAX",2,0.89375,0.873593732391509,-1.08858894724252,0.99955,0.534042440540658,FALSE,"MAGMA::MDD 2018"
"2902","Astro_MFGE8",2,0.89475,0.830915658329362,-1.18428937229916,0.99955,0.783410846166053,FALSE,"MAGMA::MDD 2018"
"2903","Endothelial_CLDN5_FLT1",2,0.9177,0.698618670688635,-1.24093786729797,0.99955,0.740511162685919,FALSE,"MAGMA::MDD 2018"
"2904","T_PTPRC_CD69",2,0.9187,0.783408548741565,-1.1600106517439,0.99955,0.475215693379019,FALSE,"MAGMA::MDD 2018"
"2905","PC_TCF7L2",2,0.92615,0.847336604004992,-1.13391203991822,0.99955,0.540684167778246,FALSE,"MAGMA::MDD 2018"
"2906","Cls_RSPO3_SOX1",2,0.92745,0.835974027571363,-1.37330839802507,0.99955,0.55745183443605,FALSE,"MAGMA::MDD 2018"
"2907","Oligo_MBP_PLP1",2,0.9291,0.699723865354787,-1.11181620718084,0.99955,0.773537732204791,FALSE,"MAGMA::MDD 2018"
"2908","Pericyte_GRM8",2,0.93485,0.63456470944398,-1.31835617923132,0.99955,0.777981375473232,FALSE,"MAGMA::MDD 2018"
"2909","Endothelial_CLDN5_RGS5",2,0.94355,0.67274993746359,-1.41306467880181,0.99955,0.78977728463241,FALSE,"MAGMA::MDD 2018"
"2910","VLMC_PTGDS_DSP",2,0.9438,0.662432107876257,-1.23110809312289,0.99955,0.731568724461184,FALSE,"MAGMA::MDD 2018"
"2911","Microglia_PTPRC_C1QC",2,0.96025,0.650479601309533,-1.27392481133476,0.99955,0.627954404611868,FALSE,"MAGMA::MDD 2018"
"2912","PC_TTR",2,0.9701,0.750002416881043,-1.12989286273706,0.99955,0.54986252865026,FALSE,"MAGMA::MDD 2018"
"2913","Astro_GFAP",2,0.97075,0.776676252285203,-1.59113485067803,0.99955,0.723828922088944,FALSE,"MAGMA::MDD 2018"
"2914","Mesenchymal_FOXD3_PLP1",2,0.97295,0.726716069831551,-1.00257706183023,0.99955,0.53996041644958,FALSE,"MAGMA::MDD 2018"
"2915","GE_RG_STMN2_SOX5",2,0.97775,0.815396700728492,-1.78331442076559,0.99955,0.732623630858515,FALSE,"MAGMA::MDD 2018"
"2916","SMC_ACTA2",2,0.97995,0.614803766488807,-1.56522989308767,0.99955,0.641911985597158,FALSE,"MAGMA::MDD 2018"
"2917","Ependymal_FOXJ1",2,0.98165,0.622459829872601,-1.37736292298746,0.99955,0.749071400103317,FALSE,"MAGMA::MDD 2018"
"2918","GE_Ependymal_FOXJ1",2,0.99035,0.749179385358266,-1.89739230566166,0.99955,0.741382655536266,FALSE,"MAGMA::MDD 2018"
"2919","GE_RG_CRYAB",2,0.99685,0.73583089462222,-2.28685967025479,0.99955,0.701181619918131,FALSE,"MAGMA::MDD 2018"
"2920","tRG_CRYAB_FNDC1",2,0.99755,0.751766086820926,-2.08360999227215,0.99955,0.694785018201105,FALSE,"MAGMA::MDD 2018"
"2921","Mesenchymal_LUM_CYTL1",2,0.99955,0.589041742317118,-1.96211554129654,0.99955,0.4863633018134,FALSE,"MAGMA::MDD 2018"
"2922","Inhibitory_neurons",1,0,1.3995323972387,4.74558775257482,0,9.67829460318896,FALSE,"MAGMA::NEUROT 2018"
"2923","Excitatory_neurons",1,0.00135,1.27796146680788,3.42397688056146,0.010125,9.42563647913054,FALSE,"MAGMA::NEUROT 2018"
"2924","OPC&Oligo",1,0.03495,1.17495611253688,1.98796464294754,0.1411875,10.3409562155821,FALSE,"MAGMA::NEUROT 2018"
"2925","CR",1,0.03765,1.17545388237266,1.92783069625698,0.1411875,8.91108027667271,FALSE,"MAGMA::NEUROT 2018"
"2926","gIPC",1,0.1241,1.06543871742668,1.17126667347975,0.3723,7.98997827945172,FALSE,"MAGMA::NEUROT 2018"
"2927","Astro",1,0.30195,1.04293345005288,0.480350852717667,0.754875,8.89785786397141,FALSE,"MAGMA::NEUROT 2018"
"2928","enIPC",1,0.4306,1.00693810398861,0.109113070075451,0.922714285714286,5.86660439377992,FALSE,"MAGMA::NEUROT 2018"
"2929","GE_NSC",1,0.68245,0.969783640289523,-0.508620524625965,1,6.96726494007938,FALSE,"MAGMA::NEUROT 2018"
"2930","inIPC",1,0.7379,0.954842245792167,-0.647157956651207,1,6.02128570765595,FALSE,"MAGMA::NEUROT 2018"
"2931","Immune",1,0.8856,0.855251505951876,-1.16519631663711,1,6.46487204740981,FALSE,"MAGMA::NEUROT 2018"
"2932","dorsal_NSC",1,0.8958,0.930544727638879,-1.2266425385399,1,6.00150413057439,FALSE,"MAGMA::NEUROT 2018"
"2933","PAT_related_subtypes",1,0.9372,0.913543101851768,-1.4562822907978,1,6.02088490203618,FALSE,"MAGMA::NEUROT 2018"
"2934","Patterning_centers",1,0.9934,0.843326409494273,-2.25234240977108,1,5.39891475781422,FALSE,"MAGMA::NEUROT 2018"
"2935","RB&Vas",1,0.9985,0.716180292043001,-2.3658479527654,1,6.37320469169375,FALSE,"MAGMA::NEUROT 2018"
"2936","Mes",1,1,0.655638325537986,-2.96735648459339,1,4.64166042542269,FALSE,"MAGMA::NEUROT 2018"
"2937","InN_NR2F2_LAMP5",2,0,1.54292672265609,5.1778394417303,0,1.6503079143178,FALSE,"MAGMA::NEUROT 2018"
"2938","InN_NR2F2_SP8",2,5e-05,1.31676278487304,4.57910914468724,0.0028,1.02823269279324,FALSE,"MAGMA::NEUROT 2018"
"2939","InN_NR2F2_SP8_KIT",2,2e-04,1.64441880874855,5.5425136862676,0.00746666666666667,2.01316728262573,FALSE,"MAGMA::NEUROT 2018"
"2940","ExN_SOX5_OPRK1_SULF1",2,0.00065,1.692565607961,4.46181529168836,0.0182,2.37368883765562,FALSE,"MAGMA::NEUROT 2018"
"2941","ExN_SOX5_SYT6",2,0.0012,1.35169180991384,3.66428479812327,0.02688,1.19994926799243,FALSE,"MAGMA::NEUROT 2018"
"2942","ExN_TSHZ2_NR4A3",2,0.0017,1.5743785291638,4.28853817498602,0.0296,2.11835416147636,FALSE,"MAGMA::NEUROT 2018"
"2943","ExN_SOX5_ID2",2,0.00185,1.26569754716094,3.25602662104233,0.0296,1.02613763089797,FALSE,"MAGMA::NEUROT 2018"
"2944","InN_FOXP2_TSHZ1",2,0.0023,1.34535234692211,3.93147002858374,0.0310545454545455,1.18634562026142,FALSE,"MAGMA::NEUROT 2018"
"2945","ExN_SOX5_KCNV1",2,0.00275,1.2891209750283,3.16719833756679,0.0310545454545455,1.28388846018198,FALSE,"MAGMA::NEUROT 2018"
"2946","InN_SP8_CRH",2,0.0029,1.38298954177485,3.82343677427573,0.0310545454545455,1.35536155878186,FALSE,"MAGMA::NEUROT 2018"
"2947","InN_NR2F2_CRH",2,0.00305,1.28853427779559,3.24535267448095,0.0310545454545455,1.1989891094057,FALSE,"MAGMA::NEUROT 2018"
"2948","InN_FOXP1_PENK",2,0.0038,1.71697407715412,4.35540589281989,0.0354666666666667,1.81003326834161,FALSE,"MAGMA::NEUROT 2018"
"2949","InN_SP8_PAX6",2,0.00545,1.25730025108491,3.01101173059228,0.0469538461538462,0.963222043326804,FALSE,"MAGMA::NEUROT 2018"
"2950","InN_SIX3_ZFHX3",2,0.0062,1.30740117608852,3.43397976654302,0.0496,0.933676746188011,FALSE,"MAGMA::NEUROT 2018"
"2951","InN_ZIC1_ZIC2",2,0.0074,1.39676117240566,3.84742633738545,0.0552533333333333,1.14884510350797,FALSE,"MAGMA::NEUROT 2018"
"2952","InN_LHX6_SST_NPY",2,0.00815,1.57785043385373,3.88124297578258,0.05705,1.80242714850989,FALSE,"MAGMA::NEUROT 2018"
"2953","ExN_CUX2_ACTN2",2,0.0134,1.25562141585603,2.54172311079248,0.0882823529411765,1.34581682890906,FALSE,"MAGMA::NEUROT 2018"
"2954","InN_LHX6_SST_RELN",2,0.01495,1.23331688569776,2.52995818474752,0.0930222222222222,1.06198544010366,FALSE,"MAGMA::NEUROT 2018"
"2955","InN_SP8_VIP",2,0.01895,1.31581151676471,2.57575356035287,0.111705263157895,1.5477493615753,FALSE,"MAGMA::NEUROT 2018"
"2956","ExN_SOX5_NR4A2_GRID2",2,0.0208,1.2799007039897,2.39065016850863,0.112266666666667,1.23229615909671,FALSE,"MAGMA::NEUROT 2018"
"2957","InN_LHX6_CCK",2,0.02105,1.17430603426983,2.23250323860337,0.112266666666667,1.05274246600259,FALSE,"MAGMA::NEUROT 2018"
"2958","InN_LHX6_GUCY1A2",2,0.0353,1.3060683002861,2.11054809778938,0.179709090909091,1.9166765540371,FALSE,"MAGMA::NEUROT 2018"
"2959","InN_NR2F2_VIP",2,0.04195,1.25037997000849,2.03295557477912,0.201133333333333,1.55253300115364,FALSE,"MAGMA::NEUROT 2018"
"2960","InN_LHX6_DCN",2,0.0431,1.17479124711913,1.87370111876866,0.201133333333333,0.994194162486235,FALSE,"MAGMA::NEUROT 2018"
"2961","ExN_SOX5_OPRK1_NR4A2",2,0.04885,1.32841121513137,1.83791411705665,0.218848,1.68243428604974,FALSE,"MAGMA::NEUROT 2018"
"2962","GE_CR_ZFHX3",2,0.0543,1.16140729971344,1.78184326237541,0.226903703703704,0.994570969625193,FALSE,"MAGMA::NEUROT 2018"
"2963","CR_ETV1",2,0.0547,1.21482616595803,1.55127268601614,0.226903703703704,1.18194767723271,FALSE,"MAGMA::NEUROT 2018"
"2964","InN_SP8_MEIS2_RND3",2,0.06155,1.11729667913838,1.60066772316924,0.2462,0.787950199369999,FALSE,"MAGMA::NEUROT 2018"
"2965","InN_HMX1",2,0.0708,1.1289657143242,0.797041838794992,0.273434482758621,0.852868288588543,FALSE,"MAGMA::NEUROT 2018"
"2966","ExN_CUX2_ADRA2A",2,0.10005,1.11338866350447,1.29130215396128,0.37352,1.08121460647961,FALSE,"MAGMA::NEUROT 2018"
"2967","InN_LHX6_CRABP1",2,0.1034,1.13220195145922,0.915579771630212,0.373574193548387,1.09870797453603,FALSE,"MAGMA::NEUROT 2018"
"2968","Neu_TAGLN3_ONECUT2",2,0.10735,1.1252022067974,1.17385727452168,0.375725,1.10324419915071,FALSE,"MAGMA::NEUROT 2018"
"2969","InN_FOXP1_ISL1",2,0.11325,1.11928038360269,0.946576257009108,0.384363636363636,0.908526703469923,FALSE,"MAGMA::NEUROT 2018"
"2970","InN_LHX8_ZIC1",2,0.13075,1.0759172357106,0.412650761770464,0.430705882352941,0.822646659047734,FALSE,"MAGMA::NEUROT 2018"
"2971","InN_GNRH1",2,0.1397,1.08088583426607,0.474705457146783,0.44704,0.936016125905981,FALSE,"MAGMA::NEUROT 2018"
"2972","CR_TP73",2,0.1881,1.11142136736671,0.740736873502755,0.5852,1.10479265955723,FALSE,"MAGMA::NEUROT 2018"
"2973","InN_LHX6_MAF",2,0.19425,1.06777506452425,0.829815742654462,0.588,0.783236582646245,FALSE,"MAGMA::NEUROT 2018"
"2974","InN_SFRP2_MEIS2",2,0.20685,1.06567421474446,0.688015654834204,0.609663157894737,0.750457843217381,FALSE,"MAGMA::NEUROT 2018"
"2975","Oligo_MBP_PLP1",2,0.2319,1.14619316857143,0.617712374402857,0.65156,1.66294018450051,FALSE,"MAGMA::NEUROT 2018"
"2976","ExN_SOX5_PALMD",2,0.2327,1.05521001472436,0.674773914742057,0.65156,0.736541182358887,FALSE,"MAGMA::NEUROT 2018"
"2977","OPC_PCDH15_COL9A1",2,0.2391,1.10702945590687,0.625547949341451,0.653151219512195,1.48449196540905,FALSE,"MAGMA::NEUROT 2018"
"2978","inIPC_DLX1_NR2F2",2,0.25815,1.04387034854629,0.598790782718997,0.6884,1.09891420160208,FALSE,"MAGMA::NEUROT 2018"
"2979","ExN_CUX2_PALMD",2,0.26805,1.04267263189713,0.550805414264875,0.690454545454545,0.861731194506943,FALSE,"MAGMA::NEUROT 2018"
"2980","IPC_RSPO3_NHLH1",2,0.27125,1.06106643061841,0.436422783212468,0.690454545454545,1.10609640461895,FALSE,"MAGMA::NEUROT 2018"
"2981","OPC_PDGFRA",2,0.44635,0.999517071478011,-0.0041684233350846,1,1.15659324181479,FALSE,"MAGMA::NEUROT 2018"
"2982","InN_NKX2_1_CCND2",2,0.4617,1.00241369312202,0.0264451032750346,1,0.705470156130254,FALSE,"MAGMA::NEUROT 2018"
"2983","IPC_EOMES_NHLH1_deep",2,0.4843,0.993297819122245,-0.0731636328105559,1,0.665272683366422,FALSE,"MAGMA::NEUROT 2018"
"2984","aIPC_IGFBP2",2,0.5098,0.989327870654271,-0.107007486568131,1,1.09895686657831,FALSE,"MAGMA::NEUROT 2018"
"2985","GE_RG_HOPX_NRG1",2,0.5676,0.963511922680257,-0.266286222421521,1,1.04664634148503,FALSE,"MAGMA::NEUROT 2018"
"2986","Astro_EGFR",2,0.5757,0.966473280637562,-0.271774307986123,1,1.07250234330373,FALSE,"MAGMA::NEUROT 2018"
"2987","PC_RSPO3",2,0.58485,0.957673291621319,-0.352631126859926,1,0.807016904987176,FALSE,"MAGMA::NEUROT 2018"
"2988","GE_RG_HOPX_STMN1",2,0.593,0.977750038738118,-0.281502183939628,1,0.997380717754411,FALSE,"MAGMA::NEUROT 2018"
"2989","oIPC_DLL1",2,0.6002,0.966146462227848,-0.346445450938719,1,0.89485179520974,FALSE,"MAGMA::NEUROT 2018"
"2990","GE_RG_STMN2_SOX5",2,0.6022,0.972021794321894,-0.310903172286022,1,1.14915740260585,FALSE,"MAGMA::NEUROT 2018"
"2991","IPC_EOMES_NHLH1_up",2,0.6176,0.965428223197223,-0.388413450490251,1,0.733300516859071,FALSE,"MAGMA::NEUROT 2018"
"2992","oRG_HOPX_APOE",2,0.6207,0.953911567762578,-0.395541761245164,1,1.02881691569268,FALSE,"MAGMA::NEUROT 2018"
"2993","Neu_TAGLN3_NRN1",2,0.63815,0.941619358088563,-0.382254809293827,1,0.72201188080929,FALSE,"MAGMA::NEUROT 2018"
"2994","OPC_PDGFRA_MKI67",2,0.64835,0.957656608188616,-0.436434661465354,1,1.21227256406417,FALSE,"MAGMA::NEUROT 2018"
"2995","Astro_MFGE8",2,0.67495,0.937346653940018,-0.509477292843087,1,1.16156471719542,FALSE,"MAGMA::NEUROT 2018"
"2996","gIPC_EGFR",2,0.69645,0.949170998559521,-0.558033263655491,1,0.96631442282575,FALSE,"MAGMA::NEUROT 2018"
"2997","Astro_GFAP",2,0.7099,0.926332256090875,-0.597970708106851,1,1.13549630947642,FALSE,"MAGMA::NEUROT 2018"
"2998","IPC_EOMES_VIM",2,0.70995,0.961363172246684,-0.571053088279923,1,0.681279712122518,FALSE,"MAGMA::NEUROT 2018"
"2999","RB_HBA1_SNCA",2,0.71245,0.860023916347334,-0.623011113628856,1,0.725708730083093,FALSE,"MAGMA::NEUROT 2018"
"3000","tRG_CRYAB_MEST",2,0.7247,0.955452240330449,-0.623111446106598,1,0.919155542023344,FALSE,"MAGMA::NEUROT 2018"
"3001","gIPC_EGFR_MKI67",2,0.78935,0.938086913056984,-0.818092398628599,1,1.03307997371607,FALSE,"MAGMA::NEUROT 2018"
"3002","GE_RG_CRYAB",2,0.81325,0.91013823033751,-0.89180614571473,1,1.14019021278895,FALSE,"MAGMA::NEUROT 2018"
"3003","inIPC_ASCL1_SP8",2,0.83615,0.926024508822976,-0.976738805060427,1,0.752743494977776,FALSE,"MAGMA::NEUROT 2018"
"3004","Microglia_PTPRC_C1QC",2,0.84765,0.771371748157222,-0.948237887808568,1,0.97738084022078,FALSE,"MAGMA::NEUROT 2018"
"3005","inIPC_ASCL1_SFRP2",2,0.854,0.905716525223799,-0.957739278211333,1,0.569069515551381,FALSE,"MAGMA::NEUROT 2018"
"3006","inIPC_ASCL1_NKX2_1",2,0.86225,0.91024096249182,-1.06526946644912,1,0.78486202711157,FALSE,"MAGMA::NEUROT 2018"
"3007","GE_RG_HMGA2_NR2F2",2,0.8634,0.930857328811053,-1.08992872623664,1,0.803024562384417,FALSE,"MAGMA::NEUROT 2018"
"3008","IPC_RSPO3_NEUROG1",2,0.87225,0.795641458580924,-0.857735207004056,1,0.833690577300388,FALSE,"MAGMA::NEUROT 2018"
"3009","inIPC_ASCL1_GSX1",2,0.9021,0.87478630906857,-1.03333856907333,1,0.581981947881041,FALSE,"MAGMA::NEUROT 2018"
"3010","vRG_SAT1_STMN2",2,0.90235,0.915700976512589,-1.27862182660935,1,0.711070938906756,FALSE,"MAGMA::NEUROT 2018"
"3011","PC_TTR",2,0.90295,0.823909981996654,-0.933408296110041,1,0.792938221597382,FALSE,"MAGMA::NEUROT 2018"
"3012","IPC_EOMES_NEUROG1",2,0.9036,0.906469599071422,-1.22412591120211,1,0.742387099455802,FALSE,"MAGMA::NEUROT 2018"
"3013","NESC_RSPO3_DIRAS3",2,0.9049,0.89245538968558,-1.14793758454629,1,0.72546770019775,FALSE,"MAGMA::NEUROT 2018"
"3014","GE_Ependymal_FOXJ1",2,0.90965,0.857106548714325,-1.22536708719377,1,1.11608000508839,FALSE,"MAGMA::NEUROT 2018"
"3015","oRG_HOPX_TNC",2,0.93445,0.896766811205296,-1.44130997456877,1,0.78186734929451,FALSE,"MAGMA::NEUROT 2018"
"3016","PC_SFRP2",2,0.94215,0.876700459779422,-1.45283858294088,1,0.704856943001929,FALSE,"MAGMA::NEUROT 2018"
"3017","Mesenchymal_FOXD3_PLP1",2,0.9475,0.771768419263834,-0.958349900187776,1,0.755163644097196,FALSE,"MAGMA::NEUROT 2018"
"3018","vRG_HMGA2_CCND1",2,0.9542,0.87562292111865,-1.6060756153845,1,0.748356775656793,FALSE,"MAGMA::NEUROT 2018"
"3019","IPC_FGF17",2,0.96175,0.820326465190833,-1.41588755261844,1,0.642762289557431,FALSE,"MAGMA::NEUROT 2018"
"3020","tRG_CRYAB_FNDC1",2,0.9662,0.841844769240508,-1.53252863569304,1,1.02244168964625,FALSE,"MAGMA::NEUROT 2018"
"3021","RB_HBA1_HBE1",2,0.9696,0.596029441529703,-1.11719835432191,1,0.449313846364187,FALSE,"MAGMA::NEUROT 2018"
"3022","NESC_RSPO3_TEX15",2,0.9768,0.849709312114587,-1.7179260115274,1,0.716869467875778,FALSE,"MAGMA::NEUROT 2018"
"3023","Cls_FGF17_LGI1",2,0.9794,0.823430340897541,-1.47666777286343,1,0.759810564463968,FALSE,"MAGMA::NEUROT 2018"
"3024","Cls_LHX9_EBF1",2,0.9815,0.736637795649395,-1.87688872298656,1,0.615839756967892,FALSE,"MAGMA::NEUROT 2018"
"3025","Cls_RSPO3_SOX1",2,0.98255,0.799425981742509,-1.94074476637139,1,0.700872629568282,FALSE,"MAGMA::NEUROT 2018"
"3026","inIPC_ASCL1_DLX1",2,0.9832,0.837380681165243,-1.88318988595044,1,0.564383323712401,FALSE,"MAGMA::NEUROT 2018"
"3027","GE_RG_HMGA2_NKX6_2",2,0.988,0.846007490024005,-2.13672104974196,1,0.676676439564638,FALSE,"MAGMA::NEUROT 2018"
"3028","inIPC_ASCL1_GADD45G",2,0.9904,0.809518163059085,-2.14793128763393,1,0.665127513303314,FALSE,"MAGMA::NEUROT 2018"
"3029","GE_RG_NKX2_1_DLK1",2,0.9933,0.827607797634894,-2.33969665574453,1,0.702653564757682,FALSE,"MAGMA::NEUROT 2018"
"3030","inIPC_ASCL1_GPX1",2,0.9947,0.817922333781595,-2.43297134162006,1,0.67101106081622,FALSE,"MAGMA::NEUROT 2018"
"3031","GE_RG_NKX2_1_OLIG1",2,0.99475,0.821777184029103,-2.414977012934,1,0.671176767627817,FALSE,"MAGMA::NEUROT 2018"
"3032","Endothelial_CLDN5_FLT1",2,0.99625,0.590286923850018,-1.93292875482671,1,0.823872972113947,FALSE,"MAGMA::NEUROT 2018"
"3033","RGC_FABP7_PMP22",2,0.9967,0.813969121850169,-2.33880692649145,1,0.715055172370227,FALSE,"MAGMA::NEUROT 2018"
"3034","T_PTPRC_CD69",2,0.99735,0.687346077550632,-1.92795707722849,1,0.547602447641447,FALSE,"MAGMA::NEUROT 2018"
"3035","Pericyte_GRM8",2,0.99745,0.534211717333697,-1.94499841037309,1,0.861649802127457,FALSE,"MAGMA::NEUROT 2018"
"3036","VLMC_PTGDS_DSP",2,0.9975,0.575817930504482,-1.77036849347159,1,0.836274880981674,FALSE,"MAGMA::NEUROT 2018"
"3037","PC_TCF7L2",2,0.9978,0.754986119989176,-2.07288016497789,1,0.632994020327165,FALSE,"MAGMA::NEUROT 2018"
"3038","Cls_GSX2_B3GAT2",2,0.99905,0.800235691899198,-2.90391742904394,1,0.670732225972154,FALSE,"MAGMA::NEUROT 2018"
"3039","Endothelial_CLDN5_RGS5",2,0.9992,0.540090367179542,-2.29029693293298,1,0.835014461442238,FALSE,"MAGMA::NEUROT 2018"
"3040","PC_NKX2_1_NKX6_2",2,0.99925,0.76709033524917,-2.27071149975755,1,0.675331841009667,FALSE,"MAGMA::NEUROT 2018"
"3041","IPC_TCF7L2",2,0.9993,0.695957284602906,-2.86031257795873,1,0.571693342302719,FALSE,"MAGMA::NEUROT 2018"
"3042","PC_NKX2_1_RAX",2,0.9994,0.743702080550602,-2.56211896803248,1,0.596700722321797,FALSE,"MAGMA::NEUROT 2018"
"3043","Ependymal_FOXJ1",2,0.9996,0.554992668210458,-1.86071988918414,1,0.877853697922277,FALSE,"MAGMA::NEUROT 2018"
"3044","PC_NKX2_1_LMO1",2,0.9997,0.756627838375215,-3.03188055557541,1,0.656618194244763,FALSE,"MAGMA::NEUROT 2018"
"3045","PC_SFRP1",2,0.9999,0.745538898070449,-3.41780635675266,1,0.660312649795211,FALSE,"MAGMA::NEUROT 2018"
"3046","SMC_ACTA2",2,1,0.48784071061389,-2.39478865434481,1,0.670029247689532,FALSE,"MAGMA::NEUROT 2018"
"3047","Mesenchymal_LUM_CYTL1",2,1,0.556679161197497,-2.44259228910811,1,0.604529641337535,FALSE,"MAGMA::NEUROT 2018"
"3048","PC_FGF17",2,1,0.726482422431525,-2.57567682229968,1,0.634863417766504,FALSE,"MAGMA::NEUROT 2018"
"3049","Astro",1,0.03415,1.20057468920724,1.96932391161068,0.51225,8.08203064298828,FALSE,"MAGMA::OCD 2018"
"3050","inIPC",1,0.10565,1.10086204697738,1.27348569127581,0.771,5.4763278589024,FALSE,"MAGMA::OCD 2018"
"3051","gIPC",1,0.16405,1.06080608412367,0.954551770500706,0.771,6.27539562914725,FALSE,"MAGMA::OCD 2018"
"3052","Patterning_centers",1,0.31135,1.03337048503543,0.425611889678903,0.771,5.22050605778428,FALSE,"MAGMA::OCD 2018"
"3053","OPC&Oligo",1,0.34125,1.03318795484124,0.330221340021388,0.771,7.16869771511927,FALSE,"MAGMA::OCD 2018"
"3054","CR",1,0.3586,1.02891794610336,0.278139331165818,0.771,6.15999288300577,FALSE,"MAGMA::OCD 2018"
"3055","Excitatory_neurons",1,0.3598,1.02877205141648,0.309733402146317,0.771,5.98533565643866,FALSE,"MAGMA::OCD 2018"
"3056","PAT_related_subtypes",1,0.4665,1.00217514489824,0.0320719791659522,0.808916666666667,5.2152577021413,FALSE,"MAGMA::OCD 2018"
"3057","GE_NSC",1,0.48535,0.9990154748828,-0.0146665116916633,0.808916666666667,5.66377172337191,FALSE,"MAGMA::OCD 2018"
"3058","dorsal_NSC",1,0.6156,0.979970549324675,-0.313773222387484,0.8565,4.98566665995238,FALSE,"MAGMA::OCD 2018"
"3059","enIPC",1,0.685,0.963654863597236,-0.508033780008419,0.8565,4.42768442130997,FALSE,"MAGMA::OCD 2018"
"3060","Inhibitory_neurons",1,0.74365,0.935996806814141,-0.677278003507402,0.8565,5.11103765683153,FALSE,"MAGMA::OCD 2018"
"3061","Immune",1,0.79385,0.883251673501772,-0.83133968696961,0.8565,5.26389441097567,FALSE,"MAGMA::OCD 2018"
"3062","RB&Vas",1,0.82035,0.87501191539019,-0.922463957394312,0.8565,6.14540980767562,FALSE,"MAGMA::OCD 2018"
"3063","Mes",1,0.8565,0.863030107926893,-1.04417543805218,0.8565,4.81899093453602,FALSE,"MAGMA::OCD 2018"
"3064","inIPC_ASCL1_DLX1",2,8e-04,1.40525991522423,4.15665361646323,0.0896,0.747488514109577,FALSE,"MAGMA::OCD 2018"
"3065","inIPC_ASCL1_SFRP2",2,0.0037,1.45509740913162,4.09017839638757,0.2072,0.721765974912258,FALSE,"MAGMA::OCD 2018"
"3066","Astro_MFGE8",2,0.0087,1.39510870168674,2.82926529173715,0.308,1.36268698250843,FALSE,"MAGMA::OCD 2018"
"3067","InN_GNRH1",2,0.011,1.90996231647862,4.62121042684275,0.308,1.3090257852259,FALSE,"MAGMA::OCD 2018"
"3068","inIPC_ASCL1_GSX1",2,0.0161,1.43359605641206,3.25618536781313,0.36064,0.751900538401148,FALSE,"MAGMA::OCD 2018"
"3069","PC_SFRP2",2,0.02985,1.19554287694725,2.04100923519327,0.5572,0.757753326188909,FALSE,"MAGMA::OCD 2018"
"3070","aIPC_IGFBP2",2,0.03655,1.22391675344709,1.98553876999681,0.5848,1.07253033507538,FALSE,"MAGMA::OCD 2018"
"3071","Astro_GFAP",2,0.04865,1.25439789047806,1.82763159222371,0.66248,1.21323153329373,FALSE,"MAGMA::OCD 2018"
"3072","PC_TCF7L2",2,0.057,1.17805390699995,1.36720175175184,0.66248,0.77839674406304,FALSE,"MAGMA::OCD 2018"
"3073","Astro_EGFR",2,0.05915,1.24073249374904,1.71033989748965,0.66248,1.08751172214742,FALSE,"MAGMA::OCD 2018"
"3074","ExN_SOX5_OPRK1_NR4A2",2,0.0667,1.31848377294081,1.56898916418295,0.679127272727273,1.31897546882179,FALSE,"MAGMA::OCD 2018"
"3075","inIPC_ASCL1_GADD45G",2,0.07885,1.14508747775406,1.44674959285348,0.735933333333333,0.741705049316584,FALSE,"MAGMA::OCD 2018"
"3076","InN_HMX1",2,0.09245,1.11990384950732,0.653011577243199,0.796492307692308,0.668171824871321,FALSE,"MAGMA::OCD 2018"
"3077","ExN_TSHZ2_NR4A3",2,0.10375,1.18944408299156,1.23804957719735,0.83,1.26359315136852,FALSE,"MAGMA::OCD 2018"
"3078","oRG_HOPX_APOE",2,0.1314,1.14266521589577,1.0957891375899,0.862971428571429,0.970585440694262,FALSE,"MAGMA::OCD 2018"
"3079","ExN_SOX5_OPRK1_SULF1",2,0.138,1.18571742027627,1.06940564986466,0.862971428571429,1.31209752081071,FALSE,"MAGMA::OCD 2018"
"3080","InN_SFRP2_MEIS2",2,0.14005,1.10463243238434,0.977313267874859,0.862971428571429,0.614123175452805,FALSE,"MAGMA::OCD 2018"
"3081","gIPC_EGFR",2,0.20675,1.07237911866469,0.710791608597734,0.862971428571429,0.860731361768257,FALSE,"MAGMA::OCD 2018"
